pack_family,project,pack_type,batch,pack_no,card_in_pack,ovr,card_name,date_opened,coin_value_override
blaze,blaze,Blaze Pack,blaze-pack-30,30,2,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-30,30,3,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-30,30,4,92,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-30,30,5,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-30,30,6,93,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-30,30,7,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-30,30,8,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-30,30,9,84,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-30,30,10,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-31,31,1,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-31,31,2,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-31,31,3,95,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-31,31,4,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-31,31,5,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-31,31,6,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-31,31,7,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-31,31,8,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-31,31,9,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-31,31,10,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-32,32,1,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-32,32,2,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-32,32,3,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-32,32,4,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-32,32,5,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-32,32,6,92,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-32,32,7,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-32,32,8,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-32,32,9,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-32,32,10,94,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-34,34,1,97,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-34,34,2,92,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-34,34,3,92,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-34,34,4,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-34,34,5,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-34,34,6,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-34,34,7,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-34,34,8,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-34,34,9,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-34,34,10,84,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-35,35,1,94,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-35,35,2,92,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-35,35,3,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-35,35,4,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-35,35,5,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-35,35,6,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-35,35,7,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-35,35,8,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-35,35,9,86,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-35,35,10,81,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-36,36,1,93,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-36,36,2,92,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-36,36,3,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-36,36,4,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-36,36,5,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-36,36,6,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-36,36,7,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-36,36,8,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-36,36,9,86,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-36,36,10,81,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-37,37,1,93,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-37,37,2,92,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-37,37,3,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-37,37,4,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-37,37,5,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-37,37,6,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-37,37,7,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-37,37,8,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-37,37,9,85,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-37,37,10,78,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-38,38,1,92,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-38,38,2,92,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-38,38,3,91,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-38,38,4,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-38,38,5,90,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-38,38,6,89,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-38,38,7,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-38,38,8,88,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-38,38,9,84,,5/27/2026,
blaze,blaze,Blaze Pack,blaze-pack-38,38,10,74,,5/27/2026,
surge,training-packs,Surge Pack,,1,1,97,Tariq Woolen,2026-05-14,170000
surge,training-packs,Surge Pack,,2,1,94,Harold Carmichael,2026-05-14,44500
surge,training-packs,Surge Pack,,3,1,94,Harold Carmichael,2026-05-14,44500
surge,training-packs,Surge Pack,,4,1,97,Drake London,2026-05-14,170000
surge,training-packs,Surge Pack,,5,1,97,Drake London,2026-05-15,170000
surge,training-packs,Surge Pack,,6,1,94,Harold Carmichael,2026-05-15,44500
surge,training-packs,Surge Pack,,7,1,94,Vita Vea,2026-05-15,44500
surge,training-packs,Surge Pack,,8,1,94,Harold Carmichael,2026-05-15,44500
surge,training-packs,Surge Pack,,9,1,94,Harold Carmichael,2026-05-15,44500
surge,training-packs,Surge Pack,,10,1,94,Vita Vea,2026-05-15,44500
surge,training-packs,Surge Pack,,11,1,94,Harold Carmichael,2026-05-15,44500
surge,training-packs,Surge Pack,,12,1,99,Jared Allen,2026-05-15,400000
surge,training-packs,Surge Pack,,13,1,94,Harold Carmichael,2026-05-15,44500
surge,training-packs,Surge Pack,,14,1,99,Jared Allen,2026-05-15,400000
surge,training-packs,Surge Pack,,15,1,94,Harold Carmichael,2026-05-16,44500
surge,training-packs,Surge Pack,,16,1,94,Vita Vea,2026-05-16,44500
surge,training-packs,Surge Pack,,17,1,97,Tariq Woolen,2026-05-16,170000
surge,training-packs,Surge Pack,,18,1,94,Harold Carmichael,2026-05-16,44500
surge,training-packs,Surge Pack,,19,1,94,Vita Vea,2026-05-16,44500
surge,training-packs,Surge Pack,,20,1,97,Drake London,2026-05-17,170000
surge,training-packs,Surge Pack,,21,1,94,Harold Carmichael,2026-05-17,44500
surge,training-packs,Surge Pack,,22,1,94,Harold Carmichael,2026-05-17,44500
surge,training-packs,Surge Pack,,23,1,94,Harold Carmichael,2026-05-17,44500
surge,training-packs,Surge Pack,,24,1,94,Harold Carmichael,2026-05-17,44500
surge,training-packs,Surge Pack,,25,1,97,Tariq Woolen,2026-05-17,170000
surge,training-packs,Surge Pack,,26,1,97,Tariq Woolen,2026-05-17,170000
surge,training-packs,Surge Pack,,27,1,94,Harold Carmichael,2026-05-17,44500
surge,training-packs,Surge Pack,,28,1,94,Harold Carmichael,2026-05-17,44500
surge,training-packs,Surge Pack,,29,1,94,Vita Vea,2026-05-17,44500
surge,training-packs,Surge Pack,,30,1,97,Tariq Woolen,2026-05-17,170000
surge,training-packs,Surge Pack,,31,1,94,Vita Vea,2026-05-17,44500
surge,training-packs,Surge Pack,,32,1,99,Walter Payton,2026-05-17,400000
surge,training-packs,Surge Pack,,33,1,94,Vita Vea,2026-05-17,44500
surge,training-packs,Surge Pack,,34,1,97,Drake London,2026-05-17,170000
surge,training-packs,Surge Pack,,35,1,94,Harold Carmichael,2026-05-17,44500
surge,training-packs,Surge Pack,,36,1,94,Harold Carmichael,2026-05-17,44500
surge,training-packs,Surge Pack,,37,1,99,Jared Allen,2026-05-19,400000
surge,training-packs,Surge Pack,,38,1,94,Vita Vea,2026-05-19,44500
surge,training-packs,Surge Pack,,39,1,99,Walter Payton,2026-05-19,400000
surge,training-packs,Surge Pack,,40,1,94,Harold Carmichael,2026-05-19,44500
surge,training-packs,Surge Pack,,41,1,94,Harold Carmichael,2026-05-19,44500
surge,training-packs,Surge Pack,,42,1,94,Vita Vea,2026-05-19,44500
surge,training-packs,Surge Pack,,43,1,94,Harold Carmichael,2026-05-19,44500
surge,training-packs,Surge Pack,,44,1,94,Harold Carmichael,2026-05-19,44500
surge,training-packs,Surge Pack,,45,1,94,Harold Carmichael,2026-05-19,44500
surge,training-packs,Surge Pack,,46,1,97,Tariq Woolen,2026-05-19,170000
strike,training-packs,Strike Elite Pack,,1,1,94,Joe Burrow,2026-05-14,
strike,training-packs,Strike Elite Pack,,1,2,87,Jack Campbell,2026-05-14,
strike,training-packs,Strike Elite Pack,,1,3,91,Jordan Whittington,2026-05-14,
strike,training-packs,Strike Elite Pack,,2,1,95,Michael Bennett,2026-05-14,
strike,training-packs,Strike Elite Pack,,2,2,86,Chris Rodriguez Jr,2026-05-14,
strike,training-packs,Strike Elite Pack,,2,3,83,Marlon Humphrey,2026-05-14,
strike,training-packs,Strike Elite Pack,,3,1,85,T.J. Hockenson,2026-05-14,
strike,training-packs,Strike Elite Pack,,3,2,83,Terrel Bernard,2026-05-14,
strike,training-packs,Strike Elite Pack,,3,3,96,Luther Burden III,2026-05-14,
strike,training-packs,Strike Elite Pack,,4,1,95,Matt Araiza,2026-05-14,
strike,training-packs,Strike Elite Pack,,4,2,88,Larry Allen,2026-05-14,
strike,training-packs,Strike Elite Pack,,4,3,88,Logan Wilson,2026-05-14,
strike,training-packs,Strike Elite Pack,,5,1,83,Khalil Mack,2026-05-14,
strike,training-packs,Strike Elite Pack,,5,2,94,Jonathan Greenard,2026-05-14,
strike,training-packs,Strike Elite Pack,,5,3,79,Larry Fitzgerald,2026-05-14,
strike,training-packs,Strike Elite Pack,,6,1,96,Sam LaPorta,2026-05-14,
strike,training-packs,Strike Elite Pack,,6,2,83,Matt Milano,2026-05-14,
strike,training-packs,Strike Elite Pack,,6,3,87,Kyren Williams,2026-05-14,
strike,training-packs,Strike Elite Pack,,7,1,87,Jake Andrews,2026-05-14,
strike,training-packs,Strike Elite Pack,,7,2,77,Laiatu Latu,2026-05-14,
strike,training-packs,Strike Elite Pack,,7,3,95,Aaron Banks,2026-05-14,
strike,training-packs,Strike Elite Pack,,8,1,76,Adoree' Jackson,2026-05-14,
strike,training-packs,Strike Elite Pack,,8,2,81,Joe Alt,2026-05-14,
strike,training-packs,Strike Elite Pack,,8,3,94,Amon-Ra St. Brown,2026-05-14,
strike,training-packs,Strike Elite Pack,,9,1,80,Malcolm Rodriguez,2026-05-14,
strike,training-packs,Strike Elite Pack,,9,2,85,Jonah Williams,2026-05-14,
strike,training-packs,Strike Elite Pack,,9,3,94,Jack Jones,2026-05-14,
strike,training-packs,Strike Elite Pack,,10,1,88,Kingsley Enagbare,2026-05-14,
strike,training-packs,Strike Elite Pack,,10,2,86,Zyon McCollum,2026-05-14,
strike,training-packs,Strike Elite Pack,,10,3,95,Jalen Sundell,2026-05-14,
strike,training-packs,Strike Elite Pack,,11,1,95,Carlton Davis III,2026-05-14,
strike,training-packs,Strike Elite Pack,,11,2,82,Tyler Linderbaum,2026-05-14,
strike,training-packs,Strike Elite Pack,,11,3,89,Mike Jones,2026-05-14,
strike,training-packs,Strike Elite Pack,,12,1,94,Brian Burns,2026-05-14,
strike,training-packs,Strike Elite Pack,,12,2,86,Jared Goff,2026-05-14,
strike,training-packs,Strike Elite Pack,,12,3,86,Laremy Tunsil,2026-05-14,
strike,training-packs,Strike Elite Pack,,13,1,82,Sean Murphy-Bunting,2026-05-14,
strike,training-packs,Strike Elite Pack,,13,2,84,Demarcus Robinson,2026-05-14,
strike,training-packs,Strike Elite Pack,,13,3,94,Abdul Carter,2026-05-14,
strike,training-packs,Strike Elite Pack,,14,1,77,Braxton Jones,2026-05-14,
strike,training-packs,Strike Elite Pack,,14,2,98,Brandon Scherff,2026-05-14,
strike,training-packs,Strike Elite Pack,,14,3,77,Geno Stone,2026-05-14,
strike,training-packs,Strike Elite Pack,,15,1,71,Isaiah Land,2026-05-14,
strike,training-packs,Strike Elite Pack,,15,2,97,Maurice Jones-Drew,2026-05-14,
strike,training-packs,Strike Elite Pack,,15,3,91,Kam Chancellor,2026-05-14,
strike,training-packs,Strike Elite Pack,,16,1,92,Christian Haynes,2026-05-14,
strike,training-packs,Strike Elite Pack,,16,2,81,Charvarius Ward,2026-05-14,
strike,training-packs,Strike Elite Pack,,16,3,94,Harrison Smith,2026-05-14,
strike,training-packs,Strike Elite Pack,,17,1,85,Christian Kirk,2026-05-14,
strike,training-packs,Strike Elite Pack,,17,2,95,Jay Hilgenberg,2026-05-14,
strike,training-packs,Strike Elite Pack,,17,3,78,Tyler Bass,2026-05-14,
strike,training-packs,Strike Elite Pack,,18,1,80,Thomas Hennessy,2026-05-14,
strike,training-packs,Strike Elite Pack,,18,2,88,Kevin Zeitler,2026-05-14,
strike,training-packs,Strike Elite Pack,,18,3,95,Geno Smith,2026-05-14,
strike,training-packs,Strike Elite Pack,,19,1,83,Brandon Stephens,2026-05-14,
strike,training-packs,Strike Elite Pack,,19,2,85,Eric Dickerson,2026-05-14,
strike,training-packs,Strike Elite Pack,,19,3,95,Morgan Cox,2026-05-14,
strike,training-packs,Strike Elite Pack,,20,1,82,Harrison Smith,2026-05-14,
strike,training-packs,Strike Elite Pack,,20,2,83,Dax Hill,2026-05-14,
strike,training-packs,Strike Elite Pack,,20,3,95,Joe Staley,2026-05-14,
strike,training-packs,Strike Elite Pack,,21,1,77,Romeo Doubs,2026-05-14,
strike,training-packs,Strike Elite Pack,,21,2,83,Terrel Bernard,2026-05-14,
strike,training-packs,Strike Elite Pack,,21,3,96,Jalen Pitre,2026-05-14,
strike,training-packs,Strike Elite Pack,,22,1,79,Boye Mafe,2026-05-14,
strike,training-packs,Strike Elite Pack,,22,2,94,Myles Murphy,2026-05-14,
strike,training-packs,Strike Elite Pack,,22,3,80,Chigoziem Okonkwo,2026-05-14,
strike,training-packs,Strike Elite Pack,,23,1,96,Mecole Hardman,2026-05-14,
strike,training-packs,Strike Elite Pack,,23,2,87,Christian Mahogany,2026-05-14,
strike,training-packs,Strike Elite Pack,,23,3,81,J.J. Jansen,2026-05-14,
strike,training-packs,Strike Elite Pack,,24,1,79,Marvin Harrison Jr,2026-05-14,
strike,training-packs,Strike Elite Pack,,24,2,95,Boye Mafe,2026-05-14,
strike,training-packs,Strike Elite Pack,,24,3,81,Jonathan Allen,2026-05-14,
strike,training-packs,Strike Elite Pack,,25,1,78,Jonah Jackson,2026-05-14,
strike,training-packs,Strike Elite Pack,,25,2,86,Zaire Franklin,2026-05-14,
strike,training-packs,Strike Elite Pack,,25,3,94,Harrison Smith,2026-05-14,
strike,training-packs,Strike Elite Pack,,26,1,82,Lavonte David,2026-05-14,
strike,training-packs,Strike Elite Pack,,26,2,96,Haloti Ngata,2026-05-14,
strike,training-packs,Strike Elite Pack,,26,3,81,Chris Olave,2026-05-14,
strike,training-packs,Strike Elite Pack,,27,1,90,Kerby Joseph,2026-05-14,
strike,training-packs,Strike Elite Pack,,27,2,77,Taliese Fuaga,2026-05-14,
strike,training-packs,Strike Elite Pack,,27,3,94,Carl Granderson,2026-05-14,
strike,training-packs,Strike Elite Pack,,28,1,94,Darren Waller,2026-05-14,
strike,training-packs,Strike Elite Pack,,28,2,88,Mason McCormick,2026-05-14,
strike,training-packs,Strike Elite Pack,,28,3,87,Chris Board,2026-05-14,
strike,training-packs,Strike Elite Pack,,29,1,79,DeShon Elliott,2026-05-14,
strike,training-packs,Strike Elite Pack,,29,2,83,Jordyn Brooks,2026-05-14,
strike,training-packs,Strike Elite Pack,,29,3,95,Tytus Howard,2026-05-14,
strike,training-packs,Strike Elite Pack,,30,1,96,Darren McFadden,2026-05-14,
strike,training-packs,Strike Elite Pack,,30,2,80,Graham Glasgow,2026-05-14,
strike,training-packs,Strike Elite Pack,,30,3,87,Shemar Stewart,2026-05-14,
strike,training-packs,Strike Elite Pack,,31,1,90,Troy Vincent,2026-05-14,
strike,training-packs,Strike Elite Pack,,31,2,85,Tim Settle Jr,2026-05-14,
strike,training-packs,Strike Elite Pack,,31,3,95,Andy Dalton,2026-05-14,
strike,training-packs,Strike Elite Pack,,32,1,82,David Njoku,2026-05-14,
strike,training-packs,Strike Elite Pack,,32,2,95,Paul Posluszny,2026-05-14,
strike,training-packs,Strike Elite Pack,,32,3,85,Christian Barmore,2026-05-14,
strike,training-packs,Strike Elite Pack,,33,1,85,Troy Fautanu,2026-05-14,
strike,training-packs,Strike Elite Pack,,33,2,94,Ray Nitschke,2026-05-14,
strike,training-packs,Strike Elite Pack,,33,3,85,Larry Little,2026-05-14,
strike,training-packs,Strike Elite Pack,,34,1,83,Kene Nwangwu,2026-05-14,
strike,training-packs,Strike Elite Pack,,34,2,96,Donovan Ezeiruaku,2026-05-14,
strike,training-packs,Strike Elite Pack,,34,3,89,Joe Burrow,2026-05-14,
strike,training-packs,Strike Elite Pack,,35,1,87,Russell Wilson,2026-05-14,
strike,training-packs,Strike Elite Pack,,35,2,94,Ronnie Lott,2026-05-14,
strike,training-packs,Strike Elite Pack,,35,3,77,Will Johnson,2026-05-14,
strike,training-packs,Strike Elite Pack,,36,1,85,Jonah Williams,2026-05-14,
strike,training-packs,Strike Elite Pack,,36,2,97,Martellus Bennett,2026-05-14,
strike,training-packs,Strike Elite Pack,,36,3,86,Keaton Mitchell,2026-05-14,
strike,training-packs,Strike Elite Pack,,37,1,92,Patrick Mahomes,2026-05-14,
strike,training-packs,Strike Elite Pack,,37,2,84,Derrick Johnson,2026-05-14,
strike,training-packs,Strike Elite Pack,,37,3,95,Corey Dillon,2026-05-14,
strike,training-packs,Strike Elite Pack,,38,1,94,Dalton Kincaid,2026-05-14,
strike,training-packs,Strike Elite Pack,,38,2,80,Steve Hutchinson,2026-05-14,
strike,training-packs,Strike Elite Pack,,38,3,90,Markquese Bell,2026-05-14,
strike,training-packs,Strike Elite Pack,,39,1,88,John Riggins,2026-05-14,
strike,training-packs,Strike Elite Pack,,39,2,95,Ryan Bates,2026-05-14,
strike,training-packs,Strike Elite Pack,,39,3,84,A.J. Cole,2026-05-14,
strike,training-packs,Strike Elite Pack,,40,1,86,Jack Conklin,2026-05-14,
strike,training-packs,Strike Elite Pack,,40,2,78,Micah McFadden,2026-05-14,
strike,training-packs,Strike Elite Pack,,40,3,96,Nico Collins,2026-05-14,
strike,training-packs,Strike Elite Pack,,41,1,82,Larry Fitzgerald,2026-05-14,
strike,training-packs,Strike Elite Pack,,41,2,95,Steve Atwater,2026-05-14,
strike,training-packs,Strike Elite Pack,,41,3,89,Sam Adams,2026-05-14,
strike,training-packs,Strike Elite Pack,,42,1,80,Ben Bredeson,2026-05-14,
strike,training-packs,Strike Elite Pack,,42,2,82,Jason Taylor,2026-05-14,
strike,training-packs,Strike Elite Pack,,42,3,95,Marquise Brown,2026-05-14,
strike,training-packs,Strike Elite Pack,,43,1,94,Abdul Carter,2026-05-14,
strike,training-packs,Strike Elite Pack,,43,2,78,T.J. Slaton,2026-05-14,
strike,training-packs,Strike Elite Pack,,43,3,75,Josh Jones,2026-05-14,
strike,training-packs,Strike Elite Pack,,44,1,82,Jauan Jennings,2026-05-14,
strike,training-packs,Strike Elite Pack,,44,2,99,Calvin Ridley,2026-05-14,
strike,training-packs,Strike Elite Pack,,44,3,82,Jalen Carter,2026-05-14,
strike,training-packs,Strike Elite Pack,,45,1,85,Rich Gannon,2026-05-14,
strike,training-packs,Strike Elite Pack,,45,2,95,Jevon Kearse,2026-05-14,
strike,training-packs,Strike Elite Pack,,45,3,82,Kyle Williams,2026-05-14,
strike,training-packs,Strike Elite Pack,,46,1,78,Blake Gillikin,2026-05-14,
strike,training-packs,Strike Elite Pack,,46,2,74,Channing Tindall,2026-05-14,
strike,training-packs,Strike Elite Pack,,46,3,96,Brian Dawkins,2026-05-14,
strike,training-packs,Strike Elite Pack,,47,1,89,Isaiah McDuffie,2026-05-14,
strike,training-packs,Strike Elite Pack,,47,2,94,Jamel Dean,2026-05-14,
strike,training-packs,Strike Elite Pack,,47,3,83,Cade Otton,2026-05-14,
strike,training-packs,Strike Elite Pack,,48,1,91,Abraham Lucas,2026-05-14,
strike,training-packs,Strike Elite Pack,,48,2,81,Talanoa Hufanga,2026-05-14,
strike,training-packs,Strike Elite Pack,,48,3,95,Kerby Joseph,2026-05-14,
strike,training-packs,Strike Elite Pack,,49,1,85,Logan Hall,2026-05-14,
strike,training-packs,Strike Elite Pack,,49,2,84,Lucas Patrick,2026-05-14,
strike,training-packs,Strike Elite Pack,,49,3,95,Jeremy Shockey,2026-05-14,
strike,training-packs,Strike Elite Pack,,50,1,97,Sterling Sharpe,2026-05-14,
strike,training-packs,Strike Elite Pack,,50,2,80,Darius Slay Jr,2026-05-14,
strike,training-packs,Strike Elite Pack,,50,3,78,Mike Gesicki,2026-05-14,
strike,training-packs,Strike Elite Pack,,51,1,94,Mack Hollins,2026-05-14,
strike,training-packs,Strike Elite Pack,,51,2,83,Nick Scott,2026-05-14,
strike,training-packs,Strike Elite Pack,,51,3,83,Christian Gonzalez,2026-05-14,
strike,training-packs,Strike Elite Pack,,52,1,94,Demario Davis,2026-05-14,
strike,training-packs,Strike Elite Pack,,52,2,92,Dorance Armstrong,2026-05-14,
strike,training-packs,Strike Elite Pack,,52,3,82,Lloyd Cushenberry III,2026-05-14,
strike,training-packs,Strike Elite Pack,,53,1,83,Penei Sewell,2026-05-14,
strike,training-packs,Strike Elite Pack,,53,2,94,Sam Adams,2026-05-14,
strike,training-packs,Strike Elite Pack,,53,3,78,Kwity Paye,2026-05-14,
strike,training-packs,Strike Elite Pack,,54,1,80,Dwight Freeney,2026-05-14,
strike,training-packs,Strike Elite Pack,,54,2,96,Jermaine Eluemunor,2026-05-14,
strike,training-packs,Strike Elite Pack,,54,3,78,Alohi Gilman,2026-05-14,
strike,training-packs,Strike Elite Pack,,55,1,84,Jonnu Smith,2026-05-14,
strike,training-packs,Strike Elite Pack,,55,2,90,Will Shields,2026-05-14,
strike,training-packs,Strike Elite Pack,,55,3,95,Tyler Ott,2026-05-14,
strike,training-packs,Strike Elite Pack,,56,1,95,Paul Krause,2026-05-14,
strike,training-packs,Strike Elite Pack,,56,2,87,Adam Butler,2026-05-14,
strike,training-packs,Strike Elite Pack,,56,3,87,L'Jarius Sneed,2026-05-14,
strike,training-packs,Strike Elite Pack,,57,1,80,Trevin Wallace,2026-05-14,
strike,training-packs,Strike Elite Pack,,57,2,94,Laremy Tunsil,2026-05-14,
strike,training-packs,Strike Elite Pack,,57,3,82,Van Jefferson,2026-05-14,
strike,training-packs,Strike Elite Pack,,58,1,80,Antonio Johnson,2026-05-14,
strike,training-packs,Strike Elite Pack,,58,2,78,Elijah Molden,2026-05-14,
strike,training-packs,Strike Elite Pack,,58,3,95,JD Bertrand,2026-05-14,
strike,training-packs,Strike Elite Pack,,59,1,96,Troy Polamalu,2026-05-14,
strike,training-packs,Strike Elite Pack,,59,2,90,Dan Dierdorf,2026-05-14,
strike,training-packs,Strike Elite Pack,,59,3,84,Tyreek Hill,2026-05-14,
strike,training-packs,Strike Elite Pack,,60,1,83,Dax Hill,2026-05-14,
strike,training-packs,Strike Elite Pack,,60,2,95,Nehemiah Pritchett,2026-05-14,
strike,training-packs,Strike Elite Pack,,60,3,80,DeForest Buckner,2026-05-14,
strike,training-packs,Strike Elite Pack,,61,1,84,A.J. Cole,2026-05-14,
strike,training-packs,Strike Elite Pack,,61,2,90,Da'Shawn Hand,2026-05-14,
strike,training-packs,Strike Elite Pack,,61,3,94,Marvin Mims Jr,2026-05-14,
strike,training-packs,Strike Elite Pack,,62,1,94,Jason Marshall Jr,2026-05-14,
strike,training-packs,Strike Elite Pack,,62,2,81,Jaxon Smith-Njigba,2026-05-14,
strike,training-packs,Strike Elite Pack,,62,3,85,Mac Jones,2026-05-14,
strike,training-packs,Strike Elite Pack,,63,1,79,Harold Landry III,2026-05-14,
strike,training-packs,Strike Elite Pack,,63,2,84,Scott Matlock,2026-05-14,
strike,training-packs,Strike Elite Pack,,63,3,95,Greg Rousseau,2026-05-14,
strike,training-packs,Strike Elite Pack,,64,1,94,Puka Nacua,2026-05-14,
strike,training-packs,Strike Elite Pack,,64,2,85,Walker Little,2026-05-14,
strike,training-packs,Strike Elite Pack,,64,3,76,Brady Christensen,2026-05-14,
strike,training-packs,Strike Elite Pack,,65,1,96,Camryn Bynum,2026-05-14,
strike,training-packs,Strike Elite Pack,,65,2,85,Shemar James,2026-05-14,
strike,training-packs,Strike Elite Pack,,65,3,85,Arden Key,2026-05-14,
strike,training-packs,Strike Elite Pack,,66,1,77,Kenneth Murray Jr,2026-05-14,
strike,training-packs,Strike Elite Pack,,66,2,78,Bo Nix,2026-05-14,
strike,training-packs,Strike Elite Pack,,66,3,97,Roquan Smith,2026-05-14,
strike,training-packs,Strike Elite Pack,,67,1,94,Cooper DeJean,2026-05-14,
strike,training-packs,Strike Elite Pack,,67,2,82,DeVonta Smith,2026-05-14,
strike,training-packs,Strike Elite Pack,,67,3,97,Malcolm Rodriguez,2026-05-14,
strike,training-packs,Strike Elite Pack,,68,1,94,Gale Sayers,2026-05-14,
strike,training-packs,Strike Elite Pack,,68,2,78,Travis Hunter,2026-05-14,
strike,training-packs,Strike Elite Pack,,68,3,84,Jessie Bates III,2026-05-14,
strike,training-packs,Strike Elite Pack,,69,1,94,Ray Lewis,2026-05-14,
strike,training-packs,Strike Elite Pack,,69,2,85,Tim Settle Jr,2026-05-14,
strike,training-packs,Strike Elite Pack,,69,3,89,Travis Jones,2026-05-14,
strike,training-packs,Strike Elite Pack,,70,1,94,Devin Bush,2026-05-14,
strike,training-packs,Strike Elite Pack,,70,2,77,D.J. Jones,2026-05-14,
strike,training-packs,Strike Elite Pack,,70,3,88,Kyle Hamilton,2026-05-14,
strike,training-packs,Strike Elite Pack,,71,1,95,Aaron Banks,2026-05-14,
strike,training-packs,Strike Elite Pack,,71,2,88,Arian Foster,2026-05-14,
strike,training-packs,Strike Elite Pack,,71,3,79,Luke Goedeke,2026-05-14,
strike,training-packs,Strike Elite Pack,,72,1,74,Derion Kendrick,2026-05-14,
